"","Year","State.Abb","State","Topic.Type","Topic.Desc","Measure.Desc","Response","Data.Value.Unit","Data.Value.Type","Data.Value","Data.Value.Std.Err","Low.Confidence.Limit","High.Confidence.Limit","Sample.Size","Gender","Race","Age","Education","Geolocation","Area","Area.Type","Area.Title","Month","Labor.Force","Employment","Unemployment","Unemployment.Rate","id","Employment.Rate","Relative.Sample.Size"
"1400",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",4.6,0.7,3.3,5.9,1926,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Dec",1574975,1508458,66517,4.2,"1400",95.8,"Medium"
"1401",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",4.6,0.7,3.3,5.9,1926,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jan",1550574,1476598,73976,4.8,"1401",95.2,"Medium"
"1402",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",4.6,0.7,3.3,5.9,1926,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Nov",1573364,1505826,67538,4.3,"1402",95.7,"Medium"
"1403",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",4.6,0.7,3.3,5.9,1926,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Mar",1554963,1480292,74671,4.8,"1403",95.2,"Medium"
"1404",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",4.6,0.7,3.3,5.9,1926,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Feb",1553109,1478869,74240,4.8,"1404",95.2,"Medium"
"1405",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",7.5,0.6,6.4,8.6,3509,"Overall","All Races","65 Years and Older","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Sep",1569105,1498176,70929,4.5,"1405",95.5,"Large"
"1406",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",7.5,0.6,6.4,8.6,3509,"Overall","All Races","65 Years and Older","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Oct",1571627,1502468,69159,4.4,"1406",95.6,"Large"
"1407",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",7.5,0.6,6.4,8.6,3509,"Overall","All Races","65 Years and Older","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Aug",1565847,1493261,72586,4.6,"1407",95.4,"Large"
"1408",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",7.5,0.6,6.4,8.6,3509,"Overall","All Races","65 Years and Older","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Apr",1556259,1481177,75082,4.8,"1408",95.2,"Large"
"1409",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",7.5,0.6,6.4,8.6,3509,"Overall","All Races","65 Years and Older","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","May",1557585,1482386,75199,4.8,"1409",95.2,"Large"
"1410",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",7.5,0.6,6.4,8.6,3509,"Overall","All Races","65 Years and Older","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jun",1559659,1484837,74822,4.8,"1410",95.2,"Large"
"1411",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",7.5,0.6,6.4,8.6,3509,"Overall","All Races","65 Years and Older","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jul",1562500,1488568,73932,4.7,"1411",95.3,"Large"
"1412",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",7.5,0.6,6.4,8.6,3509,"Overall","All Races","65 Years and Older","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Dec",1574975,1508458,66517,4.2,"1412",95.8,"Large"
"1413",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",7.5,0.6,6.4,8.6,3509,"Overall","All Races","65 Years and Older","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jan",1550574,1476598,73976,4.8,"1413",95.2,"Large"
"1414",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",7.5,0.6,6.4,8.6,3509,"Overall","All Races","65 Years and Older","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Nov",1573364,1505826,67538,4.3,"1414",95.7,"Large"
"1415",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",7.5,0.6,6.4,8.6,3509,"Overall","All Races","65 Years and Older","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Mar",1554963,1480292,74671,4.8,"1415",95.2,"Large"
"1416",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",7.5,0.6,6.4,8.6,3509,"Overall","All Races","65 Years and Older","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Feb",1553109,1478869,74240,4.8,"1416",95.2,"Large"
"1417",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",18.7,1.1,16.4,21,1923,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Sep",1569105,1498176,70929,4.5,"1417",95.5,"Medium"
"1418",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",18.7,1.1,16.4,21,1923,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Oct",1571627,1502468,69159,4.4,"1418",95.6,"Medium"
"1419",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",18.7,1.1,16.4,21,1923,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Aug",1565847,1493261,72586,4.6,"1419",95.4,"Medium"
"1420",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",18.7,1.1,16.4,21,1923,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Apr",1556259,1481177,75082,4.8,"1420",95.2,"Medium"
"1421",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",18.7,1.1,16.4,21,1923,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","May",1557585,1482386,75199,4.8,"1421",95.2,"Medium"
"1422",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",18.7,1.1,16.4,21,1923,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jun",1559659,1484837,74822,4.8,"1422",95.2,"Medium"
"1423",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",18.7,1.1,16.4,21,1923,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jul",1562500,1488568,73932,4.7,"1423",95.3,"Medium"
"1424",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",18.7,1.1,16.4,21,1923,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Dec",1574975,1508458,66517,4.2,"1424",95.8,"Medium"
"1425",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",18.7,1.1,16.4,21,1923,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jan",1550574,1476598,73976,4.8,"1425",95.2,"Medium"
"1426",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",18.7,1.1,16.4,21,1923,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Nov",1573364,1505826,67538,4.3,"1426",95.7,"Medium"
"1427",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",18.7,1.1,16.4,21,1923,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Mar",1554963,1480292,74671,4.8,"1427",95.2,"Medium"
"1428",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",18.7,1.1,16.4,21,1923,"Overall","All Races","25 to 44 Years","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Feb",1553109,1478869,74240,4.8,"1428",95.2,"Medium"
"1429",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",22.8,1.3,20.3,25.3,1997,"Overall","All Races","Age 20 and Older","12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Sep",1569105,1498176,70929,4.5,"1429",95.5,"Medium"
"1430",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",22.8,1.3,20.3,25.3,1997,"Overall","All Races","Age 20 and Older","12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Oct",1571627,1502468,69159,4.4,"1430",95.6,"Medium"
"1431",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",22.8,1.3,20.3,25.3,1997,"Overall","All Races","Age 20 and Older","12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Aug",1565847,1493261,72586,4.6,"1431",95.4,"Medium"
"1432",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",22.8,1.3,20.3,25.3,1997,"Overall","All Races","Age 20 and Older","12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Apr",1556259,1481177,75082,4.8,"1432",95.2,"Medium"
"1433",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",22.8,1.3,20.3,25.3,1997,"Overall","All Races","Age 20 and Older","12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","May",1557585,1482386,75199,4.8,"1433",95.2,"Medium"
"1434",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",22.8,1.3,20.3,25.3,1997,"Overall","All Races","Age 20 and Older","12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jun",1559659,1484837,74822,4.8,"1434",95.2,"Medium"
"1435",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",22.8,1.3,20.3,25.3,1997,"Overall","All Races","Age 20 and Older","12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jul",1562500,1488568,73932,4.7,"1435",95.3,"Medium"
"1436",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",22.8,1.3,20.3,25.3,1997,"Overall","All Races","Age 20 and Older","12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Dec",1574975,1508458,66517,4.2,"1436",95.8,"Medium"
"1437",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",22.8,1.3,20.3,25.3,1997,"Overall","All Races","Age 20 and Older","12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jan",1550574,1476598,73976,4.8,"1437",95.2,"Medium"
"1438",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",22.8,1.3,20.3,25.3,1997,"Overall","All Races","Age 20 and Older","12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Nov",1573364,1505826,67538,4.3,"1438",95.7,"Medium"
"1439",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",22.8,1.3,20.3,25.3,1997,"Overall","All Races","Age 20 and Older","12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Mar",1554963,1480292,74671,4.8,"1439",95.2,"Medium"
"1440",2014,"WA","Washington","Tobacco Use – Survey Data","Cigarette Use (Adults)","Current Smoking","","%","Percentage",22.8,1.3,20.3,25.3,1997,"Overall","All Races","Age 20 and Older","12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Feb",1553109,1478869,74240,4.8,"1440",95.2,"Medium"
"1441",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","Current","%","Percentage",3.5,0.3,2.9,4.1,9775,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Sep",1569105,1498176,70929,4.5,"1441",95.5,"Large"
"1442",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","Current","%","Percentage",3.5,0.3,2.9,4.1,9775,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Oct",1571627,1502468,69159,4.4,"1442",95.6,"Large"
"1443",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","Current","%","Percentage",3.5,0.3,2.9,4.1,9775,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Aug",1565847,1493261,72586,4.6,"1443",95.4,"Large"
"1444",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","Current","%","Percentage",3.5,0.3,2.9,4.1,9775,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Apr",1556259,1481177,75082,4.8,"1444",95.2,"Large"
"1445",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","Current","%","Percentage",3.5,0.3,2.9,4.1,9775,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","May",1557585,1482386,75199,4.8,"1445",95.2,"Large"
"1446",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","Current","%","Percentage",3.5,0.3,2.9,4.1,9775,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jun",1559659,1484837,74822,4.8,"1446",95.2,"Large"
"1447",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","Current","%","Percentage",3.5,0.3,2.9,4.1,9775,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jul",1562500,1488568,73932,4.7,"1447",95.3,"Large"
"1448",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","Current","%","Percentage",3.5,0.3,2.9,4.1,9775,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Dec",1574975,1508458,66517,4.2,"1448",95.8,"Large"
"1449",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","Current","%","Percentage",3.5,0.3,2.9,4.1,9775,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jan",1550574,1476598,73976,4.8,"1449",95.2,"Large"
"1450",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","Current","%","Percentage",3.5,0.3,2.9,4.1,9775,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Nov",1573364,1505826,67538,4.3,"1450",95.7,"Large"
"1451",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","Current","%","Percentage",3.5,0.3,2.9,4.1,9775,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Mar",1554963,1480292,74671,4.8,"1451",95.2,"Large"
"1452",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","User Status","Current","%","Percentage",3.5,0.3,2.9,4.1,9775,"Overall","All Races","All Ages","All Grades","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Feb",1553109,1478869,74240,4.8,"1452",95.2,"Large"
"1453",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",2.4,0.3,1.9,2.9,7166,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Sep",1569105,1498176,70929,4.5,"1453",95.5,"Large"
"1454",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",2.4,0.3,1.9,2.9,7166,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Oct",1571627,1502468,69159,4.4,"1454",95.6,"Large"
"1455",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",2.4,0.3,1.9,2.9,7166,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Aug",1565847,1493261,72586,4.6,"1455",95.4,"Large"
"1456",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",2.4,0.3,1.9,2.9,7166,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Apr",1556259,1481177,75082,4.8,"1456",95.2,"Large"
"1457",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",2.4,0.3,1.9,2.9,7166,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","May",1557585,1482386,75199,4.8,"1457",95.2,"Large"
"1458",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",2.4,0.3,1.9,2.9,7166,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jun",1559659,1484837,74822,4.8,"1458",95.2,"Large"
"1459",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",2.4,0.3,1.9,2.9,7166,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jul",1562500,1488568,73932,4.7,"1459",95.3,"Large"
"1460",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",2.4,0.3,1.9,2.9,7166,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Dec",1574975,1508458,66517,4.2,"1460",95.8,"Large"
"1461",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",2.4,0.3,1.9,2.9,7166,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jan",1550574,1476598,73976,4.8,"1461",95.2,"Large"
"1462",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",2.4,0.3,1.9,2.9,7166,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Nov",1573364,1505826,67538,4.3,"1462",95.7,"Large"
"1463",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",2.4,0.3,1.9,2.9,7166,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Mar",1554963,1480292,74671,4.8,"1463",95.2,"Large"
"1464",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",2.4,0.3,1.9,2.9,7166,"Overall","All Races","Age 20 and Older","> 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Feb",1553109,1478869,74240,4.8,"1464",95.2,"Large"
"1465",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",5.5,1.6,2.3,8.7,445,"Overall","All Races","Age 20 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Sep",1569105,1498176,70929,4.5,"1465",95.5,"Small"
"1466",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",5.5,1.6,2.3,8.7,445,"Overall","All Races","Age 20 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Oct",1571627,1502468,69159,4.4,"1466",95.6,"Small"
"1467",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",5.5,1.6,2.3,8.7,445,"Overall","All Races","Age 20 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Aug",1565847,1493261,72586,4.6,"1467",95.4,"Small"
"1468",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",5.5,1.6,2.3,8.7,445,"Overall","All Races","Age 20 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Apr",1556259,1481177,75082,4.8,"1468",95.2,"Small"
"1469",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",5.5,1.6,2.3,8.7,445,"Overall","All Races","Age 20 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","May",1557585,1482386,75199,4.8,"1469",95.2,"Small"
"1470",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",5.5,1.6,2.3,8.7,445,"Overall","All Races","Age 20 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jun",1559659,1484837,74822,4.8,"1470",95.2,"Small"
"1471",2014,"WA","Washington","Tobacco Use – Survey Data","Smokeless Tobacco Use (Adults)","Current Use","","%","Percentage",5.5,1.6,2.3,8.7,445,"Overall","All Races","Age 20 and Older","< 12th Grade","(47.52227862900048, -120.47001078999972)","DV","Metropolitan Division","Seattle-Bellevue-Everett, WA Metropolitan Division","Jul",1562500,1488568,73932,4.7,"1471",95.3,"Small"
